name,F,M,all,ratio,gender
Adrianne,12547.0,26.0,12573,-6.17914033414,F
Garret,5.0,12529.0,12534,7.82636332381,M
Tayler,10279.0,2254.0,12533,-1.51739656341,F
Khloe,12524.0,7.0,12531,-7.48949193339,F
Mckinley,3607.0,8869.0,12476,0.899685648473,M
Rocio,12041.0,426.0,12467,-3.34163342562,F
Eddy,315.0,12134.0,12449,3.65119406968,M
Trevon,25.0,12406.0,12431,6.20705968066,M
Donny,40.0,12384.0,12424,5.73528114172,M
Cari,12358.0,55.0,12413,-5.41472572039,F
Lesly,11910.0,497.0,12407,-3.17654363625,F
Presley,9280.0,3115.0,12395,-1.09163239456,F
Shayne,2532.0,9844.0,12376,1.35785262825,M
Nayeli,12344.0,14.0,12358,-6.78186806443,F
Kobe,195.0,12159.0,12354,4.13282535673,M
Petra,12284.0,67.0,12351,-5.21136026217,F
Beryl,9997.0,2339.0,12336,-1.45256156038,F
Lakisha,12293.0,12.0,12305,-6.93187862388,F
Morton,5.0,12287.0,12292,7.80685915943,M
Dara,11734.0,552.0,12286,-3.05669784321,F
Basil,42.0,12213.0,12255,5.67258661889,M
Uriel,144.0,12095.0,12239,4.43073412347,M
Kourtney,11504.0,701.0,12205,-2.79794219293,F
Roxanna,12195.0,7.0,12202,-7.46287116159,F
Sarai,12184.0,6.0,12190,-7.61611942535,F
Carmine,465.0,11719.0,12184,3.22692932967,M
Maricela,12106.0,56.0,12162,-5.37610478572,F
Maddox,470.0,11679.0,12149,3.21281494157,M
Catalina,12118.0,7.0,12125,-7.45653708045,F
Dayton,372.0,11741.0,12113,3.45194841436,M
Harper,8934.0,3174.0,12108,-1.03487160083,F
Lawanda,12087.0,6.0,12093,-7.60812630463,F
Hailee,12076.0,6.0,12082,-7.6072158216,F
Camron,387.0,11693.0,12080,3.40832095811,M
Haleigh,12044.0,9.0,12053,-7.19909731227,F
Trista,12019.0,5.0,12024,-7.78480609752,F
Teagan,9032.0,2984.0,12016,-1.10750914451,F
Maddison,11956.0,42.0,11998,-5.65131890512,F
Easton,281.0,11680.0,11961,3.72727858705,M
Arleen,11929.0,6.0,11935,-7.59496822005,F
Vern,485.0,11446.0,11931,3.16124671203,M
Birdie,11821.0,106.0,11927,-4.71419379564,F
Theron,27.0,11856.0,11883,6.08475248153,M
Francisca,11816.0,61.0,11877,-5.26633596004,F
Christin,10956.0,913.0,11869,-2.48490664979,F
Scottie,1518.0,10341.0,11859,1.91872289723,M
Dudley,120.0,11725.0,11845,4.58198685053,M
Osvaldo,12.0,11831.0,11843,6.89357183447,M
Earle,285.0,11497.0,11782,3.69735223049,M
Rylie,10969.0,779.0,11748,-2.64481734554,F
Reyna,11712.0,32.0,11744,-5.9026333334,F
Baby,5738.0,5966.0,11704,0.0389659685334,M
Lia,11685.0,10.0,11695,-7.06347615398,F
Cori,10575.0,1081.0,11656,-2.28060618628,F
Layne,3236.0,8419.0,11655,0.956153057159,M
Janel,11610.0,32.0,11642,-5.89388617189,F
Brittani,11616.0,22.0,11638,-6.26909628371,F
Yadira,11610.0,23.0,11633,-6.22412785876,F
Joelle,11380.0,253.0,11633,-3.80622321895,F
Reggie,416.0,11205.0,11621,3.29343012597,M
Dessie,11299.0,317.0,11616,-3.57356773133,F
Micaela,11594.0,6.0,11600,-7.56648353267,F
Nikita,9767.0,1833.0,11600,-1.67305538761,F
Davon,371.0,11228.0,11599,3.40996387487,M
Xander,12.0,11583.0,11595,6.87238713514,M
Lexie,11158.0,437.0,11595,-3.23997881331,F
Fletcher,121.0,11456.0,11577,4.5504783436,M
Pierce,102.0,11469.0,11571,4.72243020908,M
Anahi,11526.0,31.0,11557,-5.91837342751,F
Royal,392.0,11157.0,11549,3.3485605428,M
Kyleigh,11535.0,6.0,11541,-7.56138170138,F
Shelton,166.0,11361.0,11527,4.22595392821,M
Kaley,11493.0,25.0,11518,-6.1306176085,F
Mervin,38.0,11460.0,11498,5.70903183054,M
Cyril,97.0,11383.0,11480,4.76516531482,M
Princess,11471.0,7.0,11478,-7.40166724123,F
Demarcus,29.0,11387.0,11416,5.97293180282,M
Devyn,6034.0,5381.0,11415,-0.11453591023,F
Wilhelmina,11405.0,5.0,11410,-7.73236922228,F
Rebeca,11398.0,5.0,11403,-7.73175526796,F
Lesa,11389.0,12.0,11401,-6.85549660649,F
Alfreda,11365.0,35.0,11400,-5.7829456748,F
Titus,6.0,11385.0,11391,7.54829250927,M
Jarod,5.0,11383.0,11388,7.73043838089,M
Justina,11381.0,6.0,11387,-7.54794110805,F
Iona,11368.0,5.0,11373,-7.72911975734,F
Korey,1224.0,10146.0,11370,2.11495535505,M
Zelda,11352.0,5.0,11357,-7.72771130641,F
Erich,27.0,11287.0,11314,6.03557003395,M
Angelita,11268.0,37.0,11305,-5.71880421635,F
Claudine,11268.0,15.0,11283,-6.62167192789,F
Florine,11252.0,5.0,11257,-7.71886325718,F
Barrett,584.0,10667.0,11251,2.9050091598,M
Aubree,11229.0,17.0,11246,-6.49304165252,F
Lizette,11230.0,5.0,11235,-7.7169061353,F
Kellen,1060.0,10171.0,11231,2.26127162552,M
Cherry,11092.0,135.0,11227,-4.4087046283,F
Keely,11198.0,21.0,11219,-6.27896803219,F
Lauri,11012.0,187.0,11199,-4.07563224941,F
Katina,11156.0,34.0,11190,-5.79337222413,F
Yasmine,11167.0,5.0,11172,-7.71128036701,F
Bria,11105.0,55.0,11160,-5.3078175511,F
Prince,549.0,10609.0,11158,2.96135953495,M
Itzel,11071.0,85.0,11156,-4.86943309937,F
Aida,11145.0,5.0,11150,-7.70930833339,F
Anissa,11120.0,5.0,11125,-7.70706265537,F
Antwan,113.0,10999.0,11112,4.57817181984,M
Kacey,9309.0,1797.0,11106,-1.64486306633,F
Kacie,11072.0,32.0,11104,-5.84643877506,F
Kendal,7034.0,4057.0,11091,-0.550311749827,F
Cornell,348.0,10738.0,11086,3.42934165121,M
Phoenix,4245.0,6834.0,11079,0.47616833393,M
Ashanti,10301.0,751.0,11052,-2.61859060512,F
Marquita,10976.0,30.0,11006,-5.9022689683,F
Braeden,230.0,10731.0,10961,3.842812719,M
Claud,47.0,10892.0,10939,5.44563625208,M
Buford,110.0,10824.0,10934,4.58904080406,M
Kade,127.0,10803.0,10930,4.44339206586,M
Shaina,10902.0,18.0,10920,-6.40632977973,F
Ryleigh,10733.0,186.0,10919,-4.05533171277,F
Halle,10905.0,6.0,10911,-7.50521720941,F
Ciera,10904.0,5.0,10909,-7.68744706094,F
Shellie,9949.0,892.0,10841,-2.41176119001,F
Gayla,10832.0,6.0,10838,-7.49850052592,F
Dannie,1999.0,8771.0,10770,1.47880376945,M
Booker,5.0,10762.0,10767,7.67433877762,M
Brayan,18.0,10740.0,10758,6.39135861017,M
Damaris,10282.0,463.0,10745,-3.10042301853,F
Porter,182.0,10544.0,10726,4.05930556967,M
Luisa,10672.0,33.0,10705,-5.77887120669,F
Lona,10685.0,17.0,10702,-6.4433828237,F
Cullen,73.0,10626.0,10699,4.98059966586,M
Kori,9553.0,1146.0,10699,-2.120577623,F
Artie,6392.0,4287.0,10679,-0.399460020848,F
Mariam,10643.0,5.0,10648,-7.66321976561,F
Vince,5.0,10617.0,10622,7.66077385658,M
Bernie,1535.0,9042.0,10577,1.77335000783,M
Leora,10543.0,6.0,10549,-7.47145794235,F
Gino,12.0,10530.0,10542,6.77707695534,M
Lavon,6233.0,4309.0,10542,-0.369151899193,F
Mikel,969.0,9571.0,10540,2.29022836031,M
America,10521.0,16.0,10537,-6.48853981657,F
Demetria,10374.0,141.0,10515,-4.29829806453,F
Nigel,85.0,10416.0,10501,4.80844710796,M
Freeman,5.0,10464.0,10469,7.64625816126,M
Deven,1261.0,9206.0,10467,1.98795038841,M
Major,16.0,10429.0,10445,6.47975694388,M
Daren,194.0,10218.0,10412,3.96404799083,M
Fernanda,10379.0,26.0,10405,-5.98944327494,F
Vernell,7127.0,3275.0,10402,-0.777572519433,F
Robby,216.0,10183.0,10399,3.85319653449,M
Winfred,351.0,10037.0,10388,3.35324732035,M
Rhett,35.0,10351.0,10386,5.68949035089,M
Nakia,8427.0,1958.0,10385,-1.45951729268,F
Tristin,2631.0,7732.0,10363,1.07800355929,M
Kennith,5.0,10348.0,10353,7.63511063087,M
Roxana,10324.0,26.0,10350,-5.98413002282,F
Marva,10335.0,7.0,10342,-7.29738132306,F
Ashly,10219.0,122.0,10341,-4.42798296688,F
Wilford,5.0,10330.0,10335,7.63336964968,M
Willow,10218.0,111.0,10329,-4.52237594858,F
Arden,3824.0,6505.0,10329,0.531274116775,M
Wilburn,15.0,10308.0,10323,6.53262537067,M
Vonda,10307.0,11.0,10318,-6.84268328224,F
Elmo,246.0,10071.0,10317,3.71208374972,M
Nataly,10305.0,10.0,10315,-6.93779940033,F
Carrol,4252.0,6061.0,10313,0.354485342489,M
Robbin,8547.0,1764.0,10311,-1.5779963866,F
Lilia,10281.0,5.0,10286,-7.62861489811,F
Theo,3195.0,7066.0,10261,0.793707461107,M
Mckayla,10245.0,5.0,10250,-7.62510714824,F
Darien,1781.0,8466.0,10247,1.55888313779,M
Madisyn,10196.0,5.0,10201,-7.62031285306,F
Alvina,10182.0,5.0,10187,-7.61893882203,F
Dalia,10174.0,6.0,10180,-7.43583125615,F
Jamel,367.0,9813.0,10180,3.28610146815,M
Portia,10164.0,8.0,10172,-7.14716580276,F
Valencia,10160.0,11.0,10171,-6.82831844833,F
Luca,486.0,9677.0,10163,2.99129859098,M
Jaimie,9263.0,899.0,10162,-2.33250021478,F
Tevin,59.0,10096.0,10155,5.14235714088,M
Jaxson,13.0,10139.0,10152,6.65919529549,M
Mohammad,10.0,10131.0,10141,6.92077021606,M
Miracle,9957.0,181.0,10138,-4.00753406912,F
Sunny,7219.0,2868.0,10087,-0.92310151642,F
Foster,83.0,9995.0,10078,4.79099963914,M
Germaine,7875.0,2195.0,10070,-1.27751113818,F
Lashawn,7280.0,2777.0,10057,-0.963759653884,F
Kieran,1214.0,8835.0,10049,1.98480041313,M
Shantel,9975.0,59.0,10034,-5.13029979785,F
Sandi,10005.0,21.0,10026,-6.16631780929,F
Kaelyn,9949.0,56.0,10005,-5.17987563185,F
